,Smiles
297,CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(CCc3ccccc3)c2n1
298,N[C@@H](Cn1ccc(=O)n(Cc2ccccc2C(=O)O)c1=O)C(=O)O
299,CSc1ccccc1NC(=O)CSCc1ccc(C)cc1
300,CC(C)CC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1
301,CCCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1
302,CCOC(=O)C[C@@H](C(=O)OCC)[C@@H]1CCCCC1=O
303,Cc1nc(NC(=O)c2ccccc2)sc1-c1csc(Nc2ccc(Cl)cc2Cl)n1
304,Cl.Cn1cccc1CNCCc1ccccc1
305,CC1(C)Cc2ccccc2C(N/N=C/c2cccc(F)c2)=N1.Cl
306,COc1ccc(CNc2cc(-c3ccccc3C)ncn2)c(OC)c1
307,C[n+]1cn(CC(O)COCc2ccccc2)c2ccccc21.[I-]
308,COc1ccc2c(c1)CCc1c(C(=O)N3CCCCCC3)noc1-2
309,COc1ccccc1CN1CCCC2(CCN(C(=O)Oc3ccccc3)CC2)C1
310,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2ccccc2)CC1
311,N[C@@H]1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)C1
312,COc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1cnccn1
313,CCN(CC)CCCC(C)Nc1ccnc2cc(OC(F)(F)F)ccc12
314,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccsc1
315,O=C1N(CC2CCCCN2)CCN1c1cccc(Cl)c1
316,COc1ccc(C[C@H](C)CN2C[C@@H]3CCCC[C@@H]3[C@H](C(=O)N3CCN(c4ccc(F)c(F)c4)CC3)C2)cn1.O=C(O)/C=C/C(=O)O
317,c1ccc(N2CCN(CC3CCCCN3)C2)cc1
318,COc1ccc(C2C(C#N)=C(N)N(Nc3ccccc3)C3=C2C(=O)CC(C)(C)C3)cc1C
319,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1
320,CCCCCCCCCCCCCCCC(=O)C(F)(F)F
321,COc1ccccc1NC(=O)Cn1cncc1-c1ccc([N+](=O)[O-])cc1
322,O=C(c1cccc(F)c1)N1CCC[C@@]2(CCN(c3ccncc3)C2)C1
323,COCC(=O)N1CCC2(CC1)CN(c1ccccc1)C2
324,COc1ccc(C2C(=O)N(C3CCCCCC3)CC(=O)N2Cc2ccccc2)cc1OC
325,CN(C)CCCN1c2ccccc2Sc2cnccc21
326,CC(C)NCC[C@@H](O)c1cc2ccccc2o1
327,Cn1nc(C(F)(F)F)c(C(=O)Nc2ccc(F)cc2F)c1Sc1ccc(C(F)(F)F)cc1
328,CN(C)c1nccc(N(Cc2ccccc2)Cc2ccccc2)c1C#N
329,CN1CCN(CCCNC(=O)c2ccc(CSCc3cccc(Cl)c3)o2)CC1
330,O=c1c2ccc(Cl)cc2nc(-c2cccc(C(F)(F)F)c2)n1O
331,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(C(F)(F)F)nc4)c3C[C@H]2CN1C(=O)c1ccccc1
332,CC(=O)N1CC(=O)N(OCc2ccccc2)C1c1ccc(Cl)cc1Cl
333,Cc1cc(C)n(-c2nc(Nc3ccccc3C)nc(-n3nc(C)cc3C)n2)n1
334,COc1cc(/C=C(\C#N)C(=O)NCC2CCCO2)c([N+](=O)[O-])cc1OC
335,CCOC(=O)c1cc(CC)sc1NC(=O)C(c1ccccc1)c1ccccc1
336,COC(=O)c1sc2ccccc2c1-n1cccc1C(=O)C(=O)Nc1ccc(Cl)cc1
337,Cc1cc(-c2nnc(S)o2)c(C)n1-c1ccccc1
338,CC(C)(CC(=O)Nc1ccccc1)C(=O)O
339,O=C1CSC(=S)N1/N=C\c1ccc(Cl)c([N+](=O)[O-])c1
340,Cc1cc(NC(=O)CSc2nnc(-c3ccccc3)n2Cc2ccco2)no1
341,CCOC(=O)N/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@H]12
342,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](O)CC(=O)O3)[C@H]21
343,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1
344,O=C(CSCc1cccc(Cl)c1)NCc1ccc2c(c1)OCO2
345,O=C(CSCC(=O)OCn1nnc2ccccc2c1=O)Nc1ccc(Cl)cc1
346,CCNc1ncc2nc(-c3cccs3)c(=O)n(C[C@H]3CCCO3)c2n1
347,COc1ccc(NC(=S)N(CCc2nc3cc(C)c(C)cc3[nH]2)Cc2cccnc2)cc1
348,CCN[C@@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
349,CO[C@H]1COC(=O)C/C=C\[C@H](C)COC(=O)[C@@H](OCc2ccccc2)/C=C\[C@@H]1C
350,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CC1)CN(c1ccccc1)C2
351,N[C@@H]1[C@@H]2[C@@H]3C[C@H]4N(CC[C@@]14C(=O)C(=O)O)CC3=CCO[C@@H]2CC(=O)O
352,O=C(O)C[C@H](S)C(=O)O
353,COc1cccc(C2=NOC(C(=O)Nc3ccc(OC)c(OC)c3)C2)c1
354,N[C@@H](CSCc1ccccc1)C(=O)O
355,O=C1c2ccccc2C(=O)c2c(Nc3ccc4c5c(cccc35)C(=O)c3ccccc3-4)cccc21
356,Clc1ccccc1/C(=N/c1cccc(Br)c1)N1CCOCC1
357,COc1ccccc1CNC(=O)CN1CCC(NC(=O)c2ccccc2F)CC1.Cl
358,CN(C)c1cc[n+](CC(=O)Nc2ccc([N+](=O)[O-])cc2Cl)cc1.[Cl-]
359,O=C(O)CNC(=O)[C@@H](CS)Cc1ccccc1
360,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1
361,Cn1cc(-c2nc3cnc(N4CCOCC4)nc3n(CCC#N)c2=O)c2ccccc21
362,N[C@@H](Cn1ccc(=O)n(Cc2ccc(C(=O)O)cc2)c1=O)C(=O)O
363,COc1c(NC(C)=O)c2ccccc2c2ccccc12
364,Cc1ccc(SC(C)C(=O)NCc2cccnc2)cc1
365,CC(=O)Nc1ccccc1C(=O)C(=O)O
366,CCn1c(S)nnc1-c1ccoc1C
367,CCCC[C@@H]1C[C@H]1C(NC(=O)c1ccc(C(F)(F)F)cc1)c1ccc(C(=O)OC)cc1
368,C=CCSc1nc(Oc2ccccc2)c2sccc2n1
369,C[N+]1(C)CCc2cc(O)c(O)cc2[C@H]1Cc1ccc(O)c(O)c1
370,O=C1C2C3C=CC(C2C(=O)N1CN1CCOCC1)C1C2C(=O)N(CN4CCOCC4)C(=O)C2C31
371,CC1CCc2cccc3c2N1c1cc(C#N)c(C#N)cc1O3
372,CCC(=O)OCc1c(C(F)(F)F)nn(C)c1Sc1ccc(F)cc1
373,Cc1cc(NC(=O)c2nn(C)c(C)c2[N+](=O)[O-])no1
374,O=c1c(CCc2ccccc2)nc2cnc(N3CCOCC3)nc2n1C1CC1
375,COc1cccc(Cn2c(=O)c(-c3cn(C)c4ccccc34)nc3cncnc32)c1
376,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
377,COc1cc(CNCc2cccs2)ccc1OCC(=O)NC(C)(C)C.Cl
378,Cc1cc(OCCNCCO)cc(C)c1Cl
379,CC(C)CC(=O)N1CCC(O)(CS(=O)(=O)Cc2ccccc2)CC1
380,O=C(NCc1ccccc1)c1ccc(Cl)cc1[N+](=O)[O-]
381,Cc1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
382,COc1ccccc1N1CCNCC1
383,OC[C@@H]1NC[C@@H](O)[C@H]1O
384,Cc1cc(SCC(=O)c2ccccc2)nc(SCC(=O)c2ccccc2)n1
385,N#CC1=C(N)OC2=C(C(=O)CC(c3ccco3)C2)C1c1ccc(OCc2c(F)cccc2Cl)cc1
386,O=c1cnc2cnc(N3CCOCC3)nc2n1C[C@H]1CCCO1
387,Cn1c(=O)c2nc(CCS)[nH]c2n(C)c1=O
388,CC(O)CN(CCC(N)=O)CCC(N)=O.O=C(O)C(=O)O
389,COc1ccccc1NC(=O)N1CCC(c2nnc(SCC(N)=O)n2C)CC1
390,COC(=O)CNC(=O)CN1C(=O)N(c2ccccc2)C(N(O)C(=O)Nc2ccccc2)C1(C)C
391,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
392,O=C(NCc1ccccc1)C(c1ccncc1)N(C(=O)c1csnn1)C1CC1
393,Cc1cccc(-n2nnc3cnn(C)c3c2=O)c1
394,CC(=N)NCCC[C@H](N)C(=O)O
395,COCCn1c(=O)c(-c2cn(C)c3ccccc23)nc2cnc(Oc3cccc(Cl)c3)nc21
396,Nc1nc2c(C(=O)NCc3cccs3)nnn2c2cccc(Cl)c12
397,Cc1ccccc1C(C(=O)NCc1ccccc1)N(Cc1ccco1)C(=O)c1ccccn1
398,CCOc1ccc(C(=O)Nc2ccc(NC(=O)c3ccco3)c(Cl)c2)cc1Br
399,COc1ccc(-c2nc3cnc(OC)nc3n(C3CC3)c2=O)cc1
400,C=CCNc1sc(C(=O)c2ccccc2)c(N)c1C#N
401,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@H]4CC[C@@H]([C@H](C)C(=O)O)[C@]4(C)CC[C@H]32)C1
402,COc1ccc(CN2C(=O)c3ccccc3C(/C=N\OCc3ccc(F)cc3)C2=O)cc1
403,CCOc1ccc(C(=O)NN2C(=O)C3C4C=CC(O4)C3C2=O)cc1
404,Cc1noc(C)c1-c1cncnc1NCc1cccnc1
405,CC1(C)C2([N+](=O)[O-])CN3CC1([N+](=O)[O-])CN(C2)C31CCCC1
406,COc1ccc(NC(=O)N2CC[C@@]3(CCCN(C(=O)c4cccc(F)c4)C3)C2)cc1
407,COc1c2c(nc3ccccc13)O[C@H]([C@@](C)(O)CO)C2
408,COc1cc(C)nc(-n2nc(C)cc2OC)n1
409,C/C(NCCN1CCOCC1)=C1/C(=O)NC(=O)N(Cc2ccccc2)C1=O
410,CCOc1ccc(CNC(=O)C2CC(=O)N(C3CCCC3)C2)cc1OC
411,O=C(c1cccc(F)c1)N1CCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1
412,O=C(O)[C@H]1[C@H]2CN[C@H](C(=O)O)[C@H]21
413,O=C(COc1ccccc1Cl)NC(=S)Nc1cccc(NC(=O)c2ccccc2Cl)c1
414,Cc1cc(C)nc(NC(=O)c2cccc([N+](=O)[O-])c2C)n1
415,Cc1n[nH]c(C)c1N=Nc1cc(Cl)ccc1Cl
416,CCn1ncc(C(=O)Nc2cc(C)on2)c1C
417,O=S(=O)(Nc1cccnc1Cl)c1ccc2c(c1)OCCO2
418,O=C(NC(Cc1c[nH]c2ccccc12)c1nnc2n1CCCCC2)c1ccccc1Cl
419,Cc1cc(C)n(-c2nc3c(c(=O)[nH]c(=O)n3C)n2CC(C)C)n1
420,CCOC(=O)C1=C(N)n2c(s/c(=C/c3ccccc3)c2=O)=C(C(=O)OCC)C1c1ccccc1
421,CCc1ccccc1NC(=O)c1nnn(CC(=O)Nc2ccccc2C)c1N
422,COCCn1c(=O)cnc2cnc(N3CCN(C)CC3)nc21
423,C[C@@H](c1ccccc1)N1C(=O)[C@H]2[C@@H]3[C@H](O)[C@H](O)CC(=O)[C@H]3CC[C@H]2C1=O
424,O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3cnccn3)C2)C1
425,CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCc3ccccc3)c2n1
426,CCCc1ccc(-c2cc(C(=O)NN3CCOCC3)c3ccccc3n2)cc1
427,CCSc1nc(O)c2c3c(sc2n1)COC(C)(CC)C3
428,CCNC(=O)COC(=O)c1cc(-c2ccc(OC)cc2)nc2ccccc12
429,COCCn1c(=O)cnc2cnc(N3CCNCC3)nc21
430,N[C@@H]1CCN(O)C1=O
431,Cc1nc2cnc(N3CCOCC3)nc2n(C2CC2)c1=O
432,CO[C@H]1COC(=O)[C@@H](C)COC(=O)[C@H](C)NC(=O)C/C=C\[C@H]1C
433,O=C(O)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1
434,O=C(O)/C(O)=C/C(=O)c1ccc(Br)cc1
435,COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)c1cc(C)on1)c1ccccc1
436,CCC1CC(CSc2nc[nH]n2)OC1=O
437,CC(C)(C)c1nc(SCC(=O)Nc2ccc(N3CCOCC3)cc2)c2ccccc2n1
438,CCSCC[C@H](N)C(=O)O
439,Cc1ccc2nc(O)c(N=C(N)S)nc2c1
440,COc1ccc(OC)c2nc(O)c(CCNS(=O)(=O)c3ccccc3)cc12
441,Nc1ccccc1.O=P(O)(OP(=O)(O)c1ccccc1)c1ccccc1
442,CC(C)=NO[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1
443,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1.[Na+]
444,Cc1cc2c(C(F)(F)F)cc(=O)oc2c2c1NCCC2
445,CCOC(=O)C(=O)NCc1ccc(/C=C2\C(=O)C(C(=O)OC)=C(C)N2c2ccccc2)o1
446,N[C@@H](CCC(=O)O)C(=O)O
447,COc1cccc2cc(NC(=O)C3CCCCC3)c(=O)oc12
448,Cc1cc(C)n(CC(=O)N/N=C/c2ccc(C)o2)n1
449,COc1ccc(/C=N/NC(=O)CCCC(=O)NC2CCCCC2)cc1
450,CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21.O.[Na+]
451,C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO
452,CCOC(=O)CCN1C(=O)[C@H]2[C@H]3[C@H](O)[C@H](O)C/C(=N/OCc4ccccc4)[C@H]3CC[C@@H]2C1=O
453,CCC(C)(C(=O)NC1CCCC1)N(C(=O)c1ccccn1)c1ccccc1
454,COc1ccc(NC(=O)N2CCCC3(CCN(C(=O)c4cccn4C)CC3)C2)cc1
455,CN(C)c1ncnc2ccc(-c3cccc(C#N)c3)cc12
456,Cc1csc(NC(=O)CNS(=O)(=O)c2cccs2)n1
457,Cc1ccc(C2=NN(S(C)(=O)=O)C(c3cccs3)C2)cc1
458,Clc1ccccc1-c1cc(NCc2ccccc2)ncn1
459,Cc1cccc(OCCCCCn2ccnc2)c1
460,Cc1cccc(CNc2ccnc(-c3ccccc3CN(C)C)n2)c1
461,Cn1ncc2c(Nc3cccc(Cl)c3)nc(Nc3cccc(Cl)c3)nc21
462,CC(C)CNc1nc2ncnc(N)c2[nH]1
463,COc1ncc2nc(C)c(=O)n(C3CC3)c2n1
464,CC1(CCC(=O)OC2CCCCC2)OCCO1
465,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C
466,O=C(O)[C@@H](Br)[C@@H](Br)c1ccccc1[N+](=O)[O-]
467,COc1ccc(NC(=O)C23CC4CC(C2)CC(n2cnc(Br)n2)(C4)C3)c(C)c1
468,CCC/C=C(\CCC)C(NC(=O)OCC(C)C)c1ccccc1
469,CSc1nc(N)c2ncn([C@@H]3O[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+]
470,CCCCC(=O)Nc1nnc(SCC(=O)NC2CCCC2)s1
471,O=C(Oc1ccccc1)N1CCC2(CC1)CCN(c1ccccn1)CC2
472,C[C@@]12CC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)C[C@@H]1CC[C@H]1[C@H]2CC[C@@]2(C)[C@@H](C3=CCOC3=O)CC[C@]12O
473,CO[C@@H]1/C=C\CC(=O)N[C@@H](C)C(=O)OC[C@@H](OC)[C@H](C)/C=C\CC(=O)OC[C@H]1C
474,CCOC(=O)N1CCN(S(=O)(=O)c2ccc3ncc(C(=O)O)c(O)c3c2)CC1
475,CCCNC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCN2CCCc3nc(C)c(C)cc32)C=C[C@@H]1Oc1ccc(OC)cc1
476,CO[C@@H]1COC(=O)[C@H](C)NC(=O)C/C=C\[C@@H](C)[C@H](OC)COC(=O)[C@H](C)NC(=O)C/C=C\[C@H]1C
477,COc1ccc(C(=O)N/C(=C/c2cccs2)C(=O)NCCCn2ccnc2)cc1OC
478,CCc1c(C)c(C#N)c2nc3ccccc3n2c1N1CCN(c2cc(C)ccn2)CC1
479,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1
480,C=CCNC(=O)/C(=C\C=C\c1ccccc1)NC(=O)c1ccc(OCCCC)cc1
481,Cc1c(CCO)c(=O)n(C)n1C(=O)c1ccc(F)cc1
482,Cc1cnc(CNc2ncnc3ccc(-c4ccccc4C(F)(F)F)cc23)cn1
483,CCn1c2ccccc2c2cc(NC(=O)C/C(C)=N/NC(=O)c3ccccc3N)ccc21
484,COc1ccccc1OCCOc1ccc(/C=C2/C(=N)N3OC(C)=CC3=NC2=O)cc1OC
485,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
486,Cn1c(-c2ccccc2)cnc1N
487,CN(C)c1nc(-c2cccnc2)nc2ccccc12
488,CC1=CC(=O)c2ccccc2C1=O
489,CCNc1ncc2nc(CCc3ccccc3)c(=O)n(CCC#N)c2n1
490,O=C(NCc1cccs1)C1CCN(S(=O)(=O)c2cccc3nsnc23)CC1
491,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C\c3ccccc3)CC2)cc1
492,CC(=O)N1CCC(=O)N(C(C)C)c2ccccc21
493,CCCCC1(c2ccc3[nH]ccc3c2)CCNC1
494,CN(C)C(=O)c1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1
495,c1ccc(CC2(c3c[nH]c4ccccc34)CCNC2)cc1
496,COc1ccccc1CNc1ncncc1-c1cccc(C#N)c1
497,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
498,NCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1
499,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@@H]1O5
500,COc1ccccc1CN1CCC2(CC1)CCN(S(C)(=O)=O)CC2
501,CN(C)c1ncc2ncc(=O)n(Cc3ccc(F)cc3)c2n1
502,O=C(NC(=S)Nc1ccc2c(c1)OCO2)c1ccccc1
503,CNC(=O)[C@H](C)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1
504,FC(F)(F)c1ccccc1-c1nc(-n2ccnc2)c2ccccc2n1
505,CCOc1ccc(CC(C(N)=O)C(N)=O)cc1CN(C)C
506,O=C(O)c1ccc(Oc2nc3ccccc3s2)cc1
507,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
508,COc1ccc(CCNc2nc(-c3cccnc3)cs2)cc1OC
509,Br.COCCCN1Cc2ccccc2C1=N
510,C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](N)c1ccccc1
511,COc1ccccc1NS(=O)(=O)c1cccc(C(=O)OCC(=O)Nc2cc(C)on2)c1
512,Br.COCC(C)NCc1cccc(C)c1
513,CCOc1cccc(NC(=O)CSc2nc(C)c3c(c2C#N)CCCC3)c1
514,COc1ccc2c(c1)[nH]c1c(N3CCN(Cc4ccc5c(c4)OCO5)CC3)ncnc12
515,COC(=O)[C@@H]1[C@@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O
516,c1ccc(CN2c3ccccc3-c3nc4ccccc4n3C2c2ccccn2)cc1
517,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
518,Cl.O=C1CN=C(Nc2ccccc2)N1Cc1cccs1
519,COc1cc2nc(N3CCN(C(=O)OCc4ccccc4)[C@H](C(=O)NC(C)(C)C)C3)nc(N)c2cc1OC
520,CC1CCN(CCCCOc2ccccc2[N+](=O)[O-])CC1.O=C(O)C(=O)O
521,C=CCSc1nnc(-c2cc3c(-c4ccccc4)nn(C)c3s2)n1C
522,O[C@@H](c1cc(-c2ccccc2)nc2c1ccc1ccccc12)[C@@H]1CCCCN1
523,Cc1ccccc1-c1nc(NCc2cccnc2)c2ccccc2n1
524,CC(C)(Oc1ccc(Cl)cc1)C(=O)O
525,Cc1cccc(CNc2ncnc3ccc(-c4ccoc4)cc23)c1
526,Cc1cccc(C)c1NC(=O)C(c1ccc(Cl)cc1Cl)N1CCCCC1
527,O=C(O)CN(CC(=O)O)c1ccccc1
528,C=CCC(NCc1ccco1)c1ccc(OC)cc1
529,Cc1cccc(CNc2ncncc2-c2cccc(C#N)c2)c1
530,O=C(Nc1ccc(F)cc1)c1ccc(-n2ccnc2)nc1
531,CNc1nc(-c2ccccc2Cl)nc2ccccc12
532,Cc1cc(C)c[n+](CC(=O)c2cc3ccccc3oc2=O)c1.[Br-]
533,COc1ccc2[nH]cc(CCNc3ncnc4ccc(-c5c(C)noc5C)cc34)c2c1
534,O=[N+]([O-])c1ccc(N/N=C\c2cccn2-c2ccccc2)nc1
535,CCN(CC)CCC[C@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
536,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
537,Cc1ccc(CNC(=O)Cn2cncn2)cc1
538,O=C(c1csnn1)N1CCC2(CC1)CN(C(c1ccccc1)c1ccccc1)C2
539,COc1cccc(Cn2c(=O)c(-c3cc(F)cc(F)c3)nc3cnc(N4CCNCC4)nc32)c1
540,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1
541,c1ccc(CNc2nc(-c3ccc4c(c3)OCO4)nc3ccccc23)cc1
542,CNc1ncnc2ccc(-c3ccccc3CN(C)C)cc12
543,CN1CC[C@]2(C)c3cc(O)ccc3N(C)[C@@H]12
544,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12
545,CCC(C)(C)/N=C(\NC#N)Nc1cccnc1
546,CO[C@@H]1COC(=O)C/C=C/[C@@H](C)[C@@H]2C=C[C@H](O)[C@@H](COC(=O)[C@H](C)NC(=O)C/C=C/[C@H]1C)O2
547,COc1ccc(NC(=O)N2CCC3(CC2)CCN(C(=O)Oc2ccccc2)CC3)cc1
548,c1cc2c3c(c1)c1c(n3CCNC2)CCCC1
549,c1ccc2c(c1)[I+]c1ccccc1-2
550,COc1ccc(-c2cc([C@H](O)[C@@H]3CCCCN3)c3ccccc3n2)cc1
551,Cc1cccc(CNc2cc(-c3cccnc3)ncn2)c1
552,Cc1ccccc1-c1cncnc1NCCc1cnc[nH]1
553,Cc1ccc2c(c1)CC(CCN(C)C)=C2Cc1cnccn1
554,O=C(c1ccco1)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1
555,O=c1cnc2cnc(Oc3cccc(Cl)c3)nc2n1CCc1ccccc1
556,CC(=O)OC[C@H]1O[C@@H](ON=C(C)C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O
557,CN(C)CCC1=C(Cc2cccnn2)c2ccc(Cl)cc2C1
558,CN(Cc1ccco1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12
559,Cn1cc(C(=O)C(=O)N[C@H]2CN3CCC2CC3)c2ccccc21
560,CS(=O)(=O)c1ccc(Nc2nc3cc(C(N)=O)ccc3n2Cc2ccccc2C(F)(F)F)cc1
561,O=C(O)CCCCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1
562,COc1cc(C[C@@H]2[C@@H](Cc3cc(OC)c4c(c3)OCO4)CO[C@@H]2O)cc(OC)c1OC
563,C/C=C/c1cc(OC)c(OC)cc1OC
564,COc1ccc(Cn2c(N3CC[C@@H](N(C)C)C3)nc3ccccc32)cc1
565,Cc1cnn(C2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)c1
566,CN(CC1CCOCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
567,Fc1ccc(-c2cncnc2)c(C2Cc3nccn3C2)c1
568,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O
569,CC(C)(C)c1cc(/C=C2\CC/C(=C\c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)C2=O)cc(C(C)(C)C)c1O
570,COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1
571,COc1cc2c(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)C(C)(C(F)(F)F)OC2
572,COc1cc2c(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)C(C)(C(F)(F)F)CCC2
573,COc1cc2c(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)C(C)(C(F)(F)F)CCC2
574,COc1ccc(C(C(F)(F)F)C(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1
575,COc1cc2c(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)[C@](C)(C(F)(F)F)OCC2
576,COC(=O)c1ccccc1O
577,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@H](CN2CCCC2)C1
578,Clc1nc(NCCc2ccccc2)c2ncn(-c3ccccc3)c2n1
579,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C
580,CN1CC[C@@]2(CCN3CCc4c(oc5ccccc45)[C@@H]3C2)N(C)C1=O
581,COc1cc2c(cc1O)-c1c(O)c(OC)cc3c1[C@H](C2)N(C)CC3
582,C=CC(C)(C)c1[nH]c2ccccc2c1C1=C(O)C(O)=C(c2c[nH]c3c(CC=C(C)C)cccc23)C(=O)C1=O
583,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O
584,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2cc3ccccc3o2)C[C@H]1C(=O)NCC(F)(F)F
585,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCOCC1
586,CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2
587,CCCCOc1ccc(-c2ccns2)cc1
588,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
589,CC(C)NCC(O)c1ccccc1Cl
590,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
591,CN1CCN(c2ccnc(-c3ccccc3C(F)(F)F)n2)CC1
592,CNc1ccnc(-c2ccccc2OC)n1
593,COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31CCN(C)C2
594,Cn1cccc1C(=O)N1CCC2(CCCN(c3ccccn3)C2)CC1
